object_number,title,title.type,object_name,platform_raw_first,platform_norm,object_name.type,object_category,broadcast_standard,title.language,place_of_publication,title_primary,alt_titles,accessory_type
60493,Theme Park;テーマパーク,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Theme Park,テーマパーク,
60496,Mahjong Taikai 2;麻雀大会II,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Mahjong Taikai 2,麻雀大会II,
60497,Kamai-tachi no Yoru;かまいたちの夜,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Kamai-tachi no Yoru,かまいたちの夜,
60504,Heisei Shin Oni Ga Shima Kouhen;平成 新 鬼ヶ島 後編,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Heisei Shin Oni Ga Shima Kouhen,平成 新 鬼ヶ島 後編,
60508,Super Nichibutsu Mahjong 2 Zenkoku Seiha Hen;スーパーニチブツマージャン2 全国制覇篇 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Nichibutsu Mahjong 2 Zenkoku Seiha Hen,スーパーニチブツマージャン2 全国制覇篇,
60511,Super Momotarou Dentetsu 2;スーパー桃太郎電鉄II,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Momotarou Dentetsu 2,スーパー桃太郎電鉄II,
60514,Derby Stallion II;ダービースタリオンII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Derby Stallion II,ダービースタリオンII,
60519,Majin Tensei;魔神転生,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Majin Tensei,魔神転生,
60521,Fushigi no Dungeon 2 Furai no Shiren;不思議のダンジョン2 風来のシレン,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Fushigi no Dungeon 2 Furai no Shiren,不思議のダンジョン2 風来のシレン,
60522,Ultimate Football Try Formation!;ウルティメイト フットボール,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Ultimate Football Try Formation!,ウルティメイト フットボール,
60526,Lady Stalker Kako kara no Chousen;レディストーカー 〜過去からの挑戦〜,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Lady Stalker Kako kara no Chousen,レディストーカー 〜過去からの挑戦〜,
60529,Jissen! Pachi-Slot Hisshouhou!;実戦！パチスロ必勝法!,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Jissen! Pachi-Slot Hisshouhou!,実戦！パチスロ必勝法!,
60530,Classic Road;クラシック・ロード,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Classic Road,クラシック・ロード,
60533,GP-1;GP-1,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,GP-1,GP-1,
60534,Populous;ポピュラス,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Populous,ポピュラス,
60538,The Game of Life Super Jinsei Game;SUPER 人生ゲーム,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,The Game of Life Super Jinsei Game,SUPER 人生ゲーム,
60546,Mahoujin Guru Guru;魔法陣グルグル,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Mahoujin Guru Guru,魔法陣グルグル,
60550,Nishijin Pachinko Monogatari 3;西陣パチンコ3,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Nishijin Pachinko Monogatari 3,西陣パチンコ3,
60555,From TV Animation Slam Dunk Shikyou Gekitotsu!!;テレビアニメ・スラムダンク 四強激突！！ ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,From TV Animation Slam Dunk Shikyou Gekitotsu!!,テレビアニメ・スラムダンク 四強激突！！,
60556,Super Birdie Rush;スーパーバーディラッシュ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Birdie Rush,スーパーバーディラッシュ,
60557,Pro Football '93;プロフットボール'93,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Pro Football '93,プロフットボール'93,
60559,Mahjong Club;麻雀倶楽部,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Mahjong Club,麻雀倶楽部,
60560,Dark Half;ダークハーフ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Dark Half,ダークハーフ,
60561,The Game of Life Super Jinsei Game 2;SUPER人生ゲーム2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,The Game of Life Super Jinsei Game 2,SUPER人生ゲーム2,
60565,Winning Post 2;ウイニングポスト2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Winning Post 2,ウイニングポスト2,soundtrack
60567,Keiba Yosou Baken Renkinjutsu;勝ち馬予想ソフト 馬券錬金術,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Keiba Yosou Baken Renkinjutsu,勝ち馬予想ソフト 馬券錬金術,
60570,Parlor! Mini 5 Pachinko Jikki Simulation;パーラー！ミニ5 パチンコ実機シミュレーションゲーム,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Parlor! Mini 5 Pachinko Jikki Simulation,パーラー！ミニ5 パチンコ実機シミュレーションゲーム,
60572,Chibi Maruko-chan Harikiri 365 Nichi no Maki;ちびまる子ちゃん「はりきり365日」の巻,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Chibi Maruko-chan Harikiri 365 Nichi no Maki,ちびまる子ちゃん「はりきり365日」の巻,
60576,Super Chinese World;スーパーチャイニーズワールド ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Chinese World,スーパーチャイニーズワールド,
60579,Super Momotarou Dentetsu 3;スーパー桃太郎電鉄III,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Momotarou Dentetsu 3,スーパー桃太郎電鉄III,
60581,Pachi-Slot Monogatari Universal Special;パチスロ物語 ユニバーサル・スペシャル,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Pachi-Slot Monogatari Universal Special,パチスロ物語 ユニバーサル・スペシャル,
60588,Derby Stallion 96;ダービースタリオン96,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Derby Stallion 96,ダービースタリオン96,
60591,Sound Novel Tsukuru;サウンドノベルツクール,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Sound Novel Tsukuru,サウンドノベルツクール,
60594,Kick Off 3,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,Europe,Kick Off 3,,
60599,Stunt Race FX,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,Europe,Stunt Race FX,,
61614,Super Game Boy 2,Peripheral Description,Nintendo Super Famicom;Nintendo Game Boy,Nintendo Super Famicom,SFC,;,Peripheral;Console,NTSC-J,Japanese,Japan,Super Game Boy 2,,
61616,Super Game Boy,Peripheral Description,Nintendo Super Famicom;Nintendo Game Boy,Nintendo Super Famicom,SFC,;,Peripheral;Console,NTSC-J,Japanese,Japan,Super Game Boy,,
66873,The Legend of Zelda A Link to the Past Zelda Gold Pack;The Legend of Zelda A Link to the Past,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game Bundle,PAL,Swedish;,Sweden,The Legend of Zelda A Link to the Past Zelda Gold Pack,The Legend of Zelda A Link to the Past,
68956,J.R.R. Tolkien's The Lord of the Rings Volume 1,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,NTSC-U,English,USA,J.R.R. Tolkien's The Lord of the Rings Volume 1,,
68957,J.R.R. Tolkien's Der Herr der Ringe Volume 1;J.R.R. Tolkien's The Lord of the Rings Volume 1,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English;,Germany,J.R.R. Tolkien's Der Herr der Ringe Volume 1,J.R.R. Tolkien's The Lord of the Rings Volume 1,
69626,Super Metroid,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,Swedish,Sweden,Super Metroid,,
69678,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,Swedish,Sweden,Super Mario World,,
70755,The Chessmaster,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,NTSC-U,,USA,The Chessmaster,,
300398,Teenage Mutant Ninja Turtles IV Turtles in Time;Teenage Mutant Ninja Turtles 4 Turtles in Time;Teenage Mutant Hero Turtles IV Turtles in Time,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,NTSC-U,;;,USA,Teenage Mutant Ninja Turtles IV Turtles in Time,Teenage Mutant Ninja Turtles 4 Turtles in Time|Teenage Mutant Hero Turtles IV Turtles in Time,
300425,Multi-Play Volleyball;マルチプレイバレーボール,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Multi-Play Volleyball,マルチプレイバレーボール,
300432,Super Game Boy,Peripheral Description,Nintendo Super Famicom;Nintendo Game Boy,Nintendo Super Famicom,SFC,;,Peripheral;Console,NTSC-J,Japanese,Japan,Super Game Boy,,
300435,"Sunsoft Hissatsu Pachinko Controller, Hebereke",Peripheral Description,Nintendo Super Famicom,Nintendo Super Famicom,SFC,,Peripheral,NTSC-J,Japanese,Japan,"Sunsoft Hissatsu Pachinko Controller, Hebereke",,
78070,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,French,France,Terranigma,,
78071,Lufia;Lufia 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English;,Germany,Lufia,Lufia 2,
300537,Big Run The Supreme 4WD Challenge;ビッグラン,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Big Run The Supreme 4WD Challenge,ビッグラン,
300538,Cosmo Gang The Puzzle;コズモギャング ザ パズル,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Cosmo Gang The Puzzle,コズモギャング ザ パズル,
79413,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,Spanish,Spain,Terranigma,,
19900,Sensible Soccer Europeans Champions,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,Sensible Soccer Europeans Champions,,
30311,Super Nintendo Entertainment System Super Mario 5 Stars Pack;Super Nintendo Entertainment System;Super Mario All-Stars + Super Mario World,System Bundle Description;Console Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,System Bundle,PAL,;;,,Super Nintendo Entertainment System Super Mario 5 Stars Pack,Super Nintendo Entertainment System|Super Mario All-Stars + Super Mario World,
42715,Young Merlin,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,Young Merlin,,
60674,Das Dschungelbuch,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,Das Dschungelbuch,,
1877,Astérix,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,Astérix,,
34178,Slik Sticks Quest Control Pad for Super Nintendo,Peripheral Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Peripheral,PAL,,,Slik Sticks Quest Control Pad for Super Nintendo,,
19760,Killer Instinct,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,Killer Instinct,,
43001,Mortal Kombat 3,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,Mortal Kombat 3,,
45586,Dorke & Ymp,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,,,,Dorke & Ymp,,
42377,Sensible Soccer Europeans Champions,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,Sensible Soccer Europeans Champions,,
60680,NBA Live 97,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,NBA Live 97,,
26584,Shanghai II Dragon's Eye;Shanghai 2 Dragon's Eye;Super Shanghai Dragon's Eye,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English;;,,Shanghai II Dragon's Eye,Shanghai 2 Dragon's Eye|Super Shanghai Dragon's Eye,
42918,Super Castlevania IV,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,Super Castlevania IV,,
1840,Super Hockey;NHL Stanley Cup,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English;,,Super Hockey,NHL Stanley Cup,
19817,Double Dragon V The Shadow Falls;Double Dragon 5,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English;,,Double Dragon V The Shadow Falls,Double Dragon 5,
19794,Dragon's Lair; Sullivan Bluth Presents Dragon's Lair,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English;,,Dragon's Lair,Sullivan Bluth Presents Dragon's Lair,
42775,Disney's Beauty and the Beast,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,Disney's Beauty and the Beast,,
26644,Pitfall The Mayan Adventure;Pitfall Maya no Daibouken,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English;,,Pitfall The Mayan Adventure,Pitfall Maya no Daibouken,
37962,Donkey Kong Country 3 Donkey Kong's Double Trouble!,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,NTSC-U,,,Donkey Kong Country 3 Donkey Kong's Double Trouble!,,
19860,Mr. Do!,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,Mr. Do!,,
19837,PGA Tour Golf,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,PGA Tour Golf,,
40568,NHLPA Hockey '93,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,NHLPA Hockey '93,,
79150,Super Turrican 2 Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,Super Turrican 2 Limited Edition,,
1834,Populous,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,Populous,,
20321,NHL 95,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,NHL 95,,
26558,NHL 95,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,NHL 95,,
66946,Assault Suits Valken,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,,,,Assault Suits Valken,,
20358,Axelay,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,English,,Axelay,,
42838,NHL Hockey '94,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,PAL,,,NHL Hockey '94,,
